ond,avg_daily_searches,nb_days
LIL-ROM,9.0,1
BSL-KWI,9.0,1
PAR-FLN,9.0,1
NTE-MIR,9.0,1
LYS-XRY,9.0,1
LYS-KWI,9.0,1
PAR-YQY,9.0,1
PAR-LYP,9.0,1
MRS-NUE,9.0,1
AJA-LUX,9.0,1
PAR-GZP,9.0,1
BIA-FLR,9.0,1
TLS-LFW,9.0,1
MRS-MRV,9.0,1
NTE-SKG,9.0,1
BIQ-FRA,9.0,1
PAR-DVO,9.0,1
GNO-MAD,9.0,1
MPL-LYS,9.0,1
BES-DUS,9.0,1
TLS-BKO,9.0,1
BSL-VAS,9.0,1
QXB-MIL,9.0,1
PAR-BPS,9.0,1
PUF-LPA,9.0,1
PUF-TCI,9.0,1
NCE-ALA,9.0,1
BES-PRG,9.0,1
BOD-ABZ,9.0,1
LYS-AUR,9.0,1
PAR-ERI,9.0,1
PAR-COS,9.0,1
PAR-BNA,9.0,1
BSL-STR,9.0,1
GNO-TLV,9.0,1
SXB-ATH,9.0,1
GNO-AGP,9.0,1
LYS-SAN,9.0,1
BSL-NTE,9.0,1
AJA-LIL,9.0,1
PAR-BGF,9.0,1
BOD-LIG,9.0,1
BIA-DKR,9.0,1
SXB-WRO,9.0,1
TUF-DUB,9.0,1
BES-RNS,9.0,1
BSL-CMB,9.0,1
PAR-YQL,9.0,1
LYS-SRQ,9.0,1
NTE-CUN,9.0,1
NTE-PDL,9.0,1
AUR-OPO,9.0,1
NCE-BIO,9.0,1
MRS-VRN,9.0,1
MPL-MRS,9.0,1
MRS-DOH,9.0,1
PAR-ICT,9.0,1
MRS-VTZ,9.0,1
BSL-LBA,9.0,1
BOD-IAS,9.0,1
LYS-WRO,9.0,1
PUF-VER,9.0,1
MPL-MAO,9.0,1
BIA-FOR,9.0,1
BSL-MRS,9.0,1
PAR-BOO,9.0,1
TLS-FKB,8.0,1
AJA-MPL,8.0,1
TLS-CMB,8.0,1
SXB-HAJ,8.0,1
RNS-BOG,8.0,1
NCE-SCV,8.0,1
LIL-NTE,8.0,1
BSL-DNZ,8.0,1
PAR-LXR,8.0,1
PAR-UME,8.0,1
PAR-TLN,8.0,1
NTE-KTW,8.0,1
PGF-MIA,8.0,1
RNS-NQT,8.0,1
LYS-CHI,8.0,1
NTE-CLY,8.0,1
FNI-HEL,8.0,1
BSL-KRR,8.0,1
LIL-TCI,8.0,1
AVN-VRN,8.0,1
LYS-PTY,8.0,1
BOD-LCG,8.0,1
FNI-LAX,8.0,1
AUR-DEL,8.0,1
SXB-ERH,8.0,1
AJA-OPO,8.0,1
PAR-BJM,8.0,1
PAR-VGO,8.0,1
TUF-BCN,8.0,1
PUF-MIL,8.0,1
PUF-GVA,8.0,1
TLS-STO,8.0,1
NTE-ZAG,8.0,1
MPL-VCE,8.0,1
MRS-SCL,8.0,1
NCE-PUQ,8.0,1
NTE-PAS,8.0,1
BOD-MPL,8.0,1
RNS-BSL,8.0,1
LIL-MAD,8.0,1
PAR-MOZ,8.0,1
LYS-AXD,8.0,1
LYS-VGO,8.0,1
ETZ-ALG,8.0,1
BOD-REK,8.0,1
BES-VIE,8.0,1
PAR-EUN,8.0,1
BSL-DJE,8.0,1
BOD-VGO,8.0,1
CMF-TLV,8.0,1
LYS-KUL,8.0,1
BSL-XRY,8.0,1
CFE-NCE,8.0,1
NTE-CHQ,8.0,1
LYS-YQB,8.0,1
MRS-BWI,8.0,1
BES-TNR,8.0,1
BIA-SXB,8.0,1
BSL-CLJ,8.0,1
LYS-USM,8.0,1
BOD-MUC,8.0,1
PAR-MOB,8.0,1
PAR-SHV,8.0,1
PAR-DMM,8.0,1
PAR-MFE,8.0,1
SXB-DCM,8.0,1
TLS-PUJ,8.0,1
PAR-DLC,8.0,1
ETZ-MRS,8.0,1
FNI-MIL,8.0,1
MRS-FLL,8.0,1
AJA-DEN,8.0,1
PUF-MEX,8.0,1
ETZ-PUY,8.0,1
BSL-CTG,8.0,1
BIQ-NAP,8.0,1
LIG-BRU,8.0,1
SXB-UIP,8.0,1
NCE-SID,7.0,1
PAR-MEM,7.0,1
PAR-BSB,7.0,1
PAR-PFO,7.0,1
BIQ-BUH,7.0,1
MRS-PDL,7.0,1
BIQ-CPH,7.0,1
NCE-POZ,7.0,1
BSL-BLR,7.0,1
PAR-PIS,7.0,1
LYS-BLL,7.0,1
BSL-DUS,7.0,1
PAR-TRS,7.0,1
MRS-YVR,7.0,1
LYS-CLJ,7.0,1
LYS-TNR,7.0,1
MRS-SDQ,7.0,1
TUF-AMS,7.0,1
BES-BER,7.0,1
NTE-SJO,7.0,1
PAR-HDY,7.0,1
PAR-JIB,7.0,1
CLY-NTE,7.0,1
GNO-LIS,7.0,1
GNO-BCN,7.0,1
ETZ-RVN,7.0,1
FSC-MIL,7.0,1
NCE-GOT,7.0,1
LYS-ETZ,7.0,1
LYS-AZS,7.0,1
PAR-LIG,7.0,1
NCE-ANR,7.0,1
BSL-MAA,7.0,1
BOD-BIQ,7.0,1
NCE-VRN,7.0,1
FNI-HAM,7.0,1
NCE-YAO,7.0,1
LIG-LYS,7.0,1
MRS-PRN,7.0,1
MPL-BQC,7.0,1
NCE-CKY,7.0,1
RNS-RHO,7.0,1
NCE-EIN,7.0,1
BSL-BON,7.0,1
NTE-BRE,7.0,1
ETZ-NCE,7.0,1
LIG-MRS,7.0,1
PAR-ELU,7.0,1
SXB-LPA,7.0,1
RNS-VCE,7.0,1
BOD-MEX,7.0,1
BIQ-MIL,7.0,1
LYS-BEL,7.0,1
LYS-NAS,7.0,1
LIL-TUN,7.0,1
PAR-OMA,7.0,1
NCE-OUA,7.0,1
NTE-IVL,7.0,1
MRS-SVG,7.0,1
LIL-SPU,7.0,1
CLY-MPL,7.0,1
TLS-TUF,7.0,1
PAR-RRG,7.0,1
LYS-BSL,7.0,1
PAR-LKO,7.0,1
BIQ-PPT,7.0,1
LYS-ERH,7.0,1
TLS-VGO,7.0,1
BOD-ZNZ,7.0,1
MRS-NCL,7.0,1
NCE-FLL,7.0,1
PAR-AAL,7.0,1
GNO-SCL,7.0,1
PUF-BSB,7.0,1
TLS-FAO,7.0,1
BSL-BQC,7.0,1
SXB-BRS,7.0,1
MPL-CGN,7.0,1
LYS-SHJ,7.0,1
NCE-TRD,7.0,1
LIG-LIL,7.0,1
LYS-LIM,7.0,1
TLS-UIO,7.0,1
LYS-MDE,7.0,1
PAR-CZM,7.0,1
BIQ-PRG,7.0,1
BVE-RUN,7.0,1
TLS-WAW,7.0,1
NCE-CLJ,7.0,1
BOD-MLA,7.0,1
LYS-MSR,7.0,1
LYS-BNE,7.0,1
BSL-GDN,7.0,1
PAR-AMQ,7.0,1
PAR-YWG,7.0,1
PAR-CVG,7.0,1
BSL-CWL,7.0,1
MPL-FUE,7.0,1
MRS-RVN,7.0,1
SXB-AOI,7.0,1
LIG-VCE,7.0,1
AVN-MIL,7.0,1
PAR-PSR,7.0,1
PAR-SZF,7.0,1
ANE-TUN,7.0,1
BOD-CAN,7.0,1
TLS-KUL,7.0,1
NCE-ORL,7.0,1
AJA-GVA,7.0,1
LYS-OZZ,7.0,1
PGF-FAO,7.0,1
NTE-BRI,7.0,1
BES-LIL,6.0,1
TLS-BUH,6.0,1
PAR-YOW,6.0,1
TLS-RDZ,6.0,1
GNO-CAI,6.0,1
BSL-COK,6.0,1
FSC-LIS,6.0,1
MRS-SOF,6.0,1
PAR-ALA,6.0,1
NCE-SXM,6.0,1
LYS-SLL,6.0,1
BSL-GLA,6.0,1
NTE-JNB,6.0,1
BOD-HNL,6.0,1
NCE-ETZ,6.0,1
NCE-BLQ,6.0,1
BSL-MNL,6.0,1
BOD-CAY,6.0,1
PAR-SOU,6.0,1
TLS-FOR,6.0,1
SXB-CAI,6.0,1
PAR-ILE,6.0,1
NCE-SSH,6.0,1
SXB-OSA,6.0,1
MRS-CLO,6.0,1
PAR-NAV,6.0,1
BOD-LUX,6.0,1
ETZ-DXB,6.0,1
PAR-GAU,6.0,1
PAR-VGA,6.0,1
LDE-ACE,6.0,1
NTE-MIA,6.0,1
BES-DUB,6.0,1
CFR-TUN,6.0,1
PAR-ADD,6.0,1
MRS-THR,6.0,1
SXB-BLL,6.0,1
LYS-ZRH,6.0,1
PAR-REG,6.0,1
PAR-MHD,6.0,1
PUF-SFO,6.0,1
PAR-BRN,6.0,1
LRH-OSL,6.0,1
MRS-CAG,6.0,1
PAR-BAK,6.0,1
BSL-PWM,6.0,1
BSL-ALG,6.0,1
PGF-LIL,6.0,1
BIQ-NTE,6.0,1
MRS-JNX,6.0,1
LYS-DCM,6.0,1
BSL-PDX,6.0,1
RDZ-WAW,6.0,1
MRS-LBA,6.0,1
BOD-KTW,6.0,1
RNS-MAN,6.0,1
SXB-FNC,6.0,1
PAR-BZG,6.0,1
PAR-YIH,6.0,1
NTE-MEX,6.0,1
BSL-CHQ,6.0,1
LYS-GGT,6.0,1
BSL-RMF,6.0,1
UIP-IST,6.0,1
GNO-IBZ,6.0,1
PAR-ANC,6.0,1
NTE-RAI,6.0,1
NCE-BRI,6.0,1
PAR-STL,6.0,1
NCE-JKT,6.0,1
NTE-PUF,6.0,1
NTE-MAH,6.0,1
TLS-OVD,6.0,1
NCE-DND,6.0,1
PAR-CLE,6.0,1
FNI-LIS,6.0,1
BSL-CHI,6.0,1
LYS-SHE,6.0,1
PAR-FBM,6.0,1
NCE-BHX,6.0,1
NCE-LPL,6.0,1
LRH-LYS,6.0,1
BIQ-OSL,6.0,1
BSL-NUE,6.0,1
PGF-BRU,6.0,1
NCE-MNL,6.0,1
FSC-BES,6.0,1
TLS-WRO,6.0,1
CMF-MAN,6.0,1
PUF-YMQ,6.0,1
SXB-LIS,6.0,1
FSC-LED,6.0,1
PUF-GYN,6.0,1
PUF-CGB,6.0,1
PUF-CGR,6.0,1
MRS-CKY,6.0,1
NTE-RHO,6.0,1
PAR-NBC,6.0,1
LYS-BGW,6.0,1
MRS-RTM,6.0,1
BES-AYT,6.0,1
NTE-BIO,6.0,1
TLS-SOU,6.0,1
SXB-SKG,6.0,1
MRS-BEL,6.0,1
NTE-LUZ,6.0,1
MRS-AAL,6.0,1
PAR-HPN,6.0,1
ETZ-GVA,6.0,1
PAR-GPT,6.0,1
NCE-HAJ,6.0,1
PAR-EVN,6.0,1
SXB-TGD,6.0,1
PAR-SHE,6.0,1
PAR-JAI,6.0,1
CFR-CTA,6.0,1
FNI-BHX,6.0,1
LYS-OSA,6.0,1
MRS-JCN,6.0,1
NCE-LEJ,6.0,1
MRS-CTA,6.0,1
BES-NYC,6.0,1
PAR-YEA,6.0,1
MRS-MEL,6.0,1
TLS-RVN,6.0,1
BSL-THR,6.0,1
MPL-KOI,6.0,1
PAR-ERZ,6.0,1
LYS-DAR,6.0,1
SXB-BSL,6.0,1
LYS-JCN,6.0,1
NCE-CAG,6.0,1
BIA-TNG,6.0,1
LDE-VGO,6.0,1
MPL-MMA,6.0,1
TLS-NOU,6.0,1
BSL-DRS,5.0,1
BES-ROM,5.0,1
NCE-NOU,5.0,1
BSL-DPS,5.0,1
BSL-FLL,5.0,1
LYS-ADA,5.0,1
LDE-FUE,5.0,1
MRS-FIH,5.0,1
BOD-JNB,5.0,1
BSL-TRN,5.0,1
AJA-NDJ,5.0,1
TLS-BUR,5.0,1
TUF-LUX,5.0,1
MPL-FEZ,5.0,1
GNO-MIA,5.0,1
PAR-MGF,5.0,1
LIL-ACC,5.0,1
BOD-YYJ,5.0,1
LRH-LED,5.0,1
MRS-BJL,5.0,1
PAR-NQT,5.0,1
DCM-SXB,5.0,1
PAR-SVX,5.0,1
LIL-BKK,5.0,1
PAR-SJD,5.0,1
BOD-SDQ,5.0,1
BOD-JRO,5.0,1
FNI-VRN,5.0,1
LME-LON,5.0,1
SXB-UIO,5.0,1
BSL-LFW,5.0,1
RNS-NAP,5.0,1
BSL-MBJ,5.0,1
QXB-HAM,5.0,1
NTE-ORK,5.0,1
MRS-CPT,5.0,1
FSC-RNS,5.0,1
TLS-SEL,5.0,1
MRS-LLA,5.0,1
LIL-JTR,5.0,1
BOD-ZAG,5.0,1
MRS-ABZ,5.0,1
NCE-CMB,5.0,1
BSL-GZP,5.0,1
PAR-REN,5.0,1
TLS-BEG,5.0,1
NCE-OLB,5.0,1
PAR-DRS,5.0,1
LYS-CAG,5.0,1
MRS-JRO,5.0,1
LYS-WAS,5.0,1
RNS-BES,5.0,1
BES-VCE,5.0,1
TLS-IND,5.0,1
SXB-MLE,5.0,1
PAR-KLU,5.0,1
BES-LON,5.0,1
LYS-JKT,5.0,1
AJA-STO,5.0,1
BIQ-SLC,5.0,1
NCE-SKP,5.0,1
NTE-CFE,5.0,1
TLS-SDQ,5.0,1
CFE-ALG,5.0,1
PAR-FRU,5.0,1
MRS-HAJ,5.0,1
LYS-NCL,5.0,1
MRS-OVD,5.0,1
NTE-GOT,5.0,1
MRS-MDE,5.0,1
BOD-CMB,5.0,1
QXB-DXB,5.0,1
PAR-BVE,5.0,1
LYS-CGN,5.0,1
MRS-LDE,5.0,1
NCE-AAR,5.0,1
NCE-SCL,5.0,1
NTE-MRU,5.0,1
LRH-BCN,5.0,1
BOD-GRX,5.0,1
BSL-SEA,5.0,1
MRS-EIN,5.0,1
MRS-MVD,5.0,1
PAR-SVG,5.0,1
NTE-SIN,5.0,1
NCE-SVG,5.0,1
NCE-TRS,5.0,1
PAR-LUG,5.0,1
LRH-PAR,5.0,1
BSL-KHI,5.0,1
BOD-CLT,5.0,1
MPL-BLL,5.0,1
PAR-LIH,5.0,1
BSL-ACC,5.0,1
BOD-BIO,5.0,1
MRS-BAQ,5.0,1
FSC-VLC,5.0,1
MPL-YMQ,5.0,1
BOD-MBA,5.0,1
LYS-HKG,5.0,1
PAR-EXT,5.0,1
BOD-BEY,5.0,1
LIL-CAI,5.0,1
BSL-FDH,5.0,1
NTE-FMY,5.0,1
NTE-NUE,5.0,1
SXB-MEX,5.0,1
UIP-PAR,5.0,1
NCE-YQB,5.0,1
LYS-ROC,5.0,1
BIQ-RNS,5.0,1
NTE-EAS,5.0,1
MPL-FDF,5.0,1
MPL-TRN,5.0,1
SXB-FLR,5.0,1
SXB-FDF,5.0,1
MPL-EDI,5.0,1
DCM-NCE,5.0,1
MRS-EBL,5.0,1
LYS-PHL,5.0,1
ETZ-FRA,5.0,1
NTE-PGF,5.0,1
BOD-SEZ,5.0,1
PAR-KIN,5.0,1
BES-UIP,5.0,1
RNS-AJA,5.0,1
BIQ-KRN,5.0,1
LDE-KTW,5.0,1
LYS-GDN,5.0,1
MRS-KWI,5.0,1
BVE-MPL,5.0,1
BIQ-ZRH,5.0,1
PAR-PBZ,5.0,1
BSL-BGI,5.0,1
PAR-LUZ,5.0,1
PUF-ACE,5.0,1
PAR-SVJ,5.0,1
BSL-SXB,5.0,1
RNS-ABJ,5.0,1
NCE-ROV,5.0,1
AJA-TLS,5.0,1
LYS-DRS,5.0,1
FNI-RBA,5.0,1
UIP-RNS,5.0,1
TLS-SXM,5.0,1
BOD-NCL,4.0,1
LYS-RBA,4.0,1
LIL-HKT,4.0,1
BSL-CTA,4.0,1
LIL-BEY,4.0,1
BSL-OVD,4.0,1
TLS-CKY,4.0,1
PAR-MZT,4.0,1
AJA-BOD,4.0,1
CFR-LIL,4.0,1
NTE-FLR,4.0,1
MRS-NKC,4.0,1
SXB-KHI,4.0,1
BSL-USM,4.0,1
BSL-CUZ,4.0,1
LDE-DUS,4.0,1
FNI-NDR,4.0,1
PAR-ACH,4.0,1
LYS-HYD,4.0,1
RNS-BKK,4.0,1
LYS-RTM,4.0,1
MPL-BKK,4.0,1
BSL-LEJ,4.0,1
PUF-LIS,4.0,1
BSL-SFO,4.0,1
MRS-GRX,4.0,1
SXB-PUF,4.0,1
SXB-CPT,4.0,1
BSL-VIL,4.0,1
LYS-IGU,4.0,1
MRS-OUA,4.0,1
PAR-YDF,4.0,1
MPL-HAV,4.0,1
BSL-OSL,4.0,1
BOD-TLS,4.0,1
ETZ-TLS,4.0,1
PAR-CUU,4.0,1
SXB-COO,4.0,1
LIL-SHJ,4.0,1
TLS-MDE,4.0,1
MRS-TTU,4.0,1
AJA-FDF,4.0,1
NCE-LAP,4.0,1
BIQ-BOD,4.0,1
LIL-MNL,4.0,1
PAR-MRV,4.0,1
LYS-BRE,4.0,1
PAR-KHH,4.0,1
TLS-CWL,4.0,1
BES-NOU,4.0,1
PAR-OOL,4.0,1
MPL-MAN,4.0,1
LIL-RNS,4.0,1
BOD-NBO,4.0,1
LYS-MAN,4.0,1
NTE-TRD,4.0,1
TLS-TRD,4.0,1
GNO-TRN,4.0,1
MRS-MLE,4.0,1
BIQ-MUC,4.0,1
BOD-FSC,4.0,1
LIL-HER,4.0,1
LYS-LEJ,4.0,1
MRS-BRE,4.0,1
BOD-BRE,4.0,1
LYS-LED,4.0,1
GNO-GOT,4.0,1
PAR-SLU,4.0,1
TLS-FIH,4.0,1
NTE-BHZ,4.0,1
RNS-BOD,4.0,1
PAR-PNR,4.0,1
MRS-CCS,4.0,1
NCE-ALC,4.0,1
NTE-CZM,4.0,1
LYS-LCA,4.0,1
TLS-TNR,4.0,1
NTE-SDQ,4.0,1
NTE-CFU,4.0,1
NTE-PSA,4.0,1
BSL-PUJ,4.0,1
AVN-ALC,4.0,1
PAR-ADL,4.0,1
NTE-PTP,4.0,1
NCE-BOS,4.0,1
GNO-CPT,4.0,1
PAR-SNN,4.0,1
MRS-MNL,4.0,1
BES-PTP,4.0,1
LYS-SVG,4.0,1
PGF-ROM,4.0,1
NCE-BOG,4.0,1
MRS-SKP,4.0,1
PAR-EDO,4.0,1
BES-CAY,4.0,1
NCE-KRS,4.0,1
MRS-NDR,4.0,1
PUF-MOW,4.0,1
NCE-SAO,4.0,1
LIL-NUE,4.0,1
PAR-IMP,4.0,1
MPL-STR,4.0,1
TLS-LBA,4.0,1
PGF-MRS,4.0,1
GNO-CFU,4.0,1
PAR-PBM,4.0,1
BSL-TIA,4.0,1
BSL-DKR,4.0,1
NTE-LBA,4.0,1
SXB-DJE,4.0,1
MPL-JTR,4.0,1
LYS-EAS,4.0,1
NCE-MRS,4.0,1
MRS-AMM,4.0,1
BSL-BOD,4.0,1
BES-MPL,4.0,1
BSL-PSA,4.0,1
PAR-YXX,4.0,1
NCE-SHJ,4.0,1
LYS-BQC,4.0,1
NCE-LCG,4.0,1
BIQ-NYC,4.0,1
TLS-MTY,4.0,1
NCE-RVN,4.0,1
TLS-FAI,4.0,1
BOD-POZ,4.0,1
BOD-RIO,4.0,1
BSL-FUE,4.0,1
PAR-VLL,4.0,1
LYS-BVC,4.0,1
MPL-SHJ,4.0,1
SXB-BUD,4.0,1
LYS-TRS,4.0,1
RDZ-TLS,4.0,1
MRS-PGF,4.0,1
RNS-BLQ,4.0,1
LYS-YYG,4.0,1
LIL-HRG,4.0,1
LYS-PNQ,4.0,1
NTE-SYD,4.0,1
PAR-BJA,4.0,1
SXB-BLQ,4.0,1
GNO-AMS,4.0,1
BSL-SJO,4.0,1
PAR-VIT,4.0,1
BSL-AZS,4.0,1
MRS-BOG,4.0,1
LYS-LCG,4.0,1
BOD-JKT,4.0,1
LIL-CPT,4.0,1
PAR-PVK,4.0,1
PAR-LHW,4.0,1
TLS-FNI,4.0,1
BOD-SAO,4.0,1
TLS-STT,4.0,1
BIQ-JKT,4.0,1
NCE-SJC,4.0,1
BIQ-ROM,4.0,1
TLS-OUA,4.0,1
NTE-BIQ,4.0,1
GNO-SVQ,4.0,1
BSL-ANU,4.0,1
MRS-YAO,4.0,1
TLS-POZ,4.0,1
PGF-BOD,4.0,1
PAR-KRS,4.0,1
LYS-BZG,4.0,1
NCE-TOS,4.0,1
PAR-SDL,4.0,1
BSL-MIL,4.0,1
SXB-HEL,4.0,1
LIL-YMQ,4.0,1
LIL-ZRH,4.0,1
ETZ-RUN,4.0,1
MPL-PPT,4.0,1
BSL-SZG,4.0,1
TLS-BGO,3.0,1
BSL-TRS,3.0,1
BIQ-MLA,3.0,1
MPL-SVQ,3.0,1
LIL-JMK,3.0,1
PAR-CEI,3.0,1
CFE-JTR,3.0,1
TLS-HKG,3.0,1
NCE-CPT,3.0,1
TLS-AMM,3.0,1
NTE-TPE,3.0,1
LDE-MAN,3.0,1
LIL-ORN,3.0,1
NCE-BNE,3.0,1
TLS-IVL,3.0,1
LYS-LNZ,3.0,1
PAR-AOK,3.0,1
BSL-LWO,3.0,1
PGF-SDQ,3.0,1
LYS-COO,3.0,1
NTE-SJC,3.0,1
LYS-KRR,3.0,1
TUF-TLN,3.0,1
RNS-WAW,3.0,1
NCE-KHV,3.0,1
ANE-TLN,3.0,1
LIL-AGP,3.0,1
NCE-MLE,3.0,1
MRS-ASR,3.0,1
GNO-NYC,3.0,1
BES-MLA,3.0,1
BOD-DAB,3.0,1
PAR-AAE,3.0,1
MRS-DLA,3.0,1
LYS-BGF,3.0,1
SXB-ZNZ,3.0,1
MRS-NAV,3.0,1
ETZ-CTA,3.0,1
BIQ-BHX,3.0,1
BES-REK,3.0,1
MRS-TZX,3.0,1
LRH-VCE,3.0,1
LYS-PSA,3.0,1
LYS-FIH,3.0,1
RNS-AVN,3.0,1
MPL-NAP,3.0,1
MPL-HKT,3.0,1
MPL-KRK,3.0,1
BIQ-LUX,3.0,1
GNO-JRO,3.0,1
BSL-INI,3.0,1
BOD-STR,3.0,1
PUF-PPT,3.0,1
LIL-MST,3.0,1
ANE-CAI,3.0,1
TLS-BRE,3.0,1
BIA-AGP,3.0,1
GNO-SJO,3.0,1
BOD-HAJ,3.0,1
MRS-BGI,3.0,1
LIL-EVN,3.0,1
PUF-LON,3.0,1
LYS-RVN,3.0,1
BIQ-MAN,3.0,1
TLS-TLN,3.0,1
BES-RUN,3.0,1
PAR-MAR,3.0,1
BIQ-SXB,3.0,1
SXB-OSL,3.0,1
LYS-SKP,3.0,1
PAR-PLS,3.0,1
PAR-COR,3.0,1
MLH-HRG,3.0,1
CFE-OSL,3.0,1
PIS-TLS,3.0,1
RNS-PTP,3.0,1
TLS-LIG,3.0,1
PAR-SFA,3.0,1
BSL-AAL,3.0,1
BSL-BRS,3.0,1
NTE-HAV,3.0,1
NTE-SAO,3.0,1
LYS-SJJ,3.0,1
PUF-UIP,3.0,1
MRS-LIG,3.0,1
SXB-HAM,3.0,1
SXB-BER,3.0,1
MRS-KRR,3.0,1
SXB-LAS,3.0,1
MRS-BEG,3.0,1
NCE-AUH,3.0,1
LYS-LWO,3.0,1
LDE-LIS,3.0,1
LIL-SJU,3.0,1
NTE-LCG,3.0,1
AJA-VCE,3.0,1
PAR-DND,3.0,1
BSL-PNH,3.0,1
SXB-LIM,3.0,1
MRS-NOU,3.0,1
LIL-BCN,3.0,1
AUR-IBZ,3.0,1
MRS-BHX,3.0,1
MRS-LCA,3.0,1
BOD-USM,3.0,1
PAR-KGD,3.0,1
ANE-MRU,3.0,1
MRS-TRS,3.0,1
NCE-ZAG,3.0,1
NTE-ANR,3.0,1
MPL-IDR,3.0,1
LIL-BLQ,3.0,1
SXB-MAN,3.0,1
MRS-KTW,3.0,1
LIL-SAO,3.0,1
BIQ-BLQ,3.0,1
MPL-BES,3.0,1
LYS-CKY,3.0,1
NCE-KGS,3.0,1
PAR-RNS,3.0,1
PUF-FRA,3.0,1
NTE-ETZ,3.0,1
LYS-YXX,3.0,1
LIL-CZL,3.0,1
BSL-SKT,3.0,1
FNI-BER,3.0,1
BOD-CLO,3.0,1
BIQ-LIG,3.0,1
TLS-EXT,3.0,1
TLS-NAN,3.0,1
TLS-HAJ,3.0,1
DCM-LON,3.0,1
RNS-BCN,3.0,1
PUF-DUB,3.0,1
LYS-KTW,3.0,1
FSC-SXB,3.0,1
MRS-WDH,3.0,1
BOD-TLL,3.0,1
TUF-TRN,3.0,1
NCE-CCU,3.0,1
MRS-SKG,3.0,1
TLS-SHJ,3.0,1
BSL-FDF,3.0,1
LIL-EDI,3.0,1
TLS-BOM,3.0,1
TLS-DAC,3.0,1
BIQ-BUD,3.0,1
BSL-MLX,3.0,1
LDE-CFR,3.0,1
CLY-ZRH,3.0,1
MRS-PTY,3.0,1
BSL-BLL,3.0,1
FNI-FUE,3.0,1
BIA-NYC,3.0,1
MPL-ZRH,3.0,1
BSL-HKT,3.0,1
SXB-SHJ,3.0,1
PAR-VAA,3.0,1
NCE-LUG,3.0,1
BIA-IEV,3.0,1
MRS-ZHT,3.0,1
TLS-EBB,3.0,1
TLS-BUF,3.0,1
MRS-TBS,3.0,1
PAR-MUB,3.0,1
BES-BUD,3.0,1
FSC-POA,3.0,1
LYS-UAQ,3.0,1
SXB-STO,3.0,1
ETZ-NAP,3.0,1
ETZ-PSR,3.0,1
LYS-NDR,3.0,1
NCE-KUL,3.0,1
BIQ-LAS,3.0,1
LYS-PDX,3.0,1
RNS-MIL,3.0,1
BSL-CZL,3.0,1
SXB-GOT,3.0,1
MPL-CPH,3.0,1
RNS-EDI,3.0,1
BSL-JSH,3.0,1
SXB-TBS,3.0,1
PAR-XMN,3.0,1
PGF-VCE,3.0,1
TLS-ACC,3.0,1
BSL-TPA,3.0,1
NCE-NCL,3.0,1
LYS-GYE,3.0,1
LIL-BQC,3.0,1
LIL-YQB,3.0,1
GNO-VLC,3.0,1
RNS-SEA,3.0,1
BSL-JER,3.0,1
NCE-LIG,3.0,1
BSL-RUN,3.0,1
TLS-TRS,3.0,1
LDE-BRU,3.0,1
TLS-BEL,3.0,1
GNO-ALC,3.0,1
GNO-MIL,3.0,1
BES-MIL,3.0,1
AJA-NCE,3.0,1
MRS-HAV,3.0,1
BOD-RVN,3.0,1
PUF-MSP,3.0,1
LYS-BSB,3.0,1
BOD-GOT,3.0,1
LYS-HOU,3.0,1
GNO-PMI,3.0,1
BSL-AUH,3.0,1
CFE-NAP,3.0,1
NCE-BRE,3.0,1
NCE-DHC,3.0,1
NCE-BUF,3.0,1
BOD-RHO,3.0,1
CFR-MEX,3.0,1
LDE-NAP,3.0,1
NCE-ISB,3.0,1
PUF-LOS,3.0,1
SXB-DUB,3.0,1
BSL-POZ,3.0,1
PAR-DSA,3.0,1
BOD-IEV,3.0,1
MRS-ROC,3.0,1
GNO-ALG,3.0,1
SXB-HAV,3.0,1
NCE-LWO,3.0,1
BOD-LBA,3.0,1
NCE-DRS,3.0,1
BOD-LAS,3.0,1
BIA-ZRH,3.0,1
ANE-ABJ,3.0,1
NCE-UME,3.0,1
MRS-LXS,3.0,1
PIS-VCE,3.0,1
MRS-CJU,3.0,1
MRS-LIR,3.0,1
LYS-TRD,3.0,1
TLS-ZAZ,3.0,1
LYS-PAS,3.0,1
NCE-PIX,3.0,1
NTE-FEZ,3.0,1
BIA-NDR,3.0,1
AVN-MRU,3.0,1
BSL-SAP,3.0,1
MRS-KHI,3.0,1
BOD-RIC,3.0,1
PAR-HMO,2.0,1
MPL-CUN,2.0,1
MRS-GRV,2.0,1
BOD-SID,2.0,1
BOD-RJL,2.0,1
PAR-FAR,2.0,1
LYS-PFO,2.0,1
LYS-SXM,2.0,1
LIL-JSI,2.0,1
LIL-KGS,2.0,1
BOD-HKG,2.0,1
LYS-BWI,2.0,1
PAR-LLW,2.0,1
TLS-LHE,2.0,1
AJA-BUD,2.0,1
BSL-CBR,2.0,1
LDE-MRS,2.0,1
BSL-YYC,2.0,1
BIQ-DUS,2.0,1
ETZ-LIS,2.0,1
BSL-CLO,2.0,1
NCE-UIP,2.0,1
PAR-RDZ,2.0,1
MPL-CLT,2.0,1
BSL-YVR,2.0,1
NCE-JIB,2.0,1
CFE-RUN,2.0,1
LYS-NIM,2.0,1
LYS-MKC,2.0,1
LIL-NCL,2.0,1
LIL-SFO,2.0,1
BOD-RBA,2.0,1
BSL-BES,2.0,1
PAR-AXM,2.0,1
